,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,-0.2448512315750122,-0.025765659287571907,-0.22882112860679626,0.17176994681358337,0.0750100314617157,0.07784279435873032,-0.23505716025829315,0.169373020529747,0.12440384924411774,0.09207889437675476,-0.14582069218158722,0.09639951586723328,0.16418355703353882,-0.04940938949584961,-0.030965561047196388,-0.11366072297096252,0.04559512436389923,0.14724284410476685,0.20241707563400269,0.03790539875626564,-0.11780698597431183,0.02357383817434311,0.22934456169605255,-0.06129024177789688,0.052691750228405,0.13840097188949585,0.07501251995563507,-0.15995799005031586,-0.0996098443865776,-0.20665490627288818,0.007835114374756813,-0.022035662084817886,0.1804651916027069,0.0022244597785174847,0.18638500571250916,-0.11041291058063507,-0.10251874476671219,-0.1380963921546936,0.028343748301267624,-0.1482924222946167,0.19546961784362793,-0.046956829726696014,0.08050532639026642,-0.041918255388736725,0.20920330286026,0.018463805317878723,0.2114618420600891,-0.09343767166137695,-0.060935020446777344,0.1184023767709732,0.1808658391237259,-0.16286242008209229,0.1804349273443222,0.2482002228498459,-0.25165751576423645,-0.10907980799674988,-0.04001598432660103,-0.13766434788703918,-0.02852056361734867,-0.14797478914260864,-0.23039346933364868,0.08318725973367691,-0.08132677525281906,-0.08642402291297913
1,0.14952373504638672,0.06226309388875961,0.15196076035499573,-0.10671859979629517,0.09695453196763992,0.11197862029075623,-0.006963299587368965,0.01314267423003912,-0.0028200410306453705,-0.20610973238945007,-0.08239779621362686,-0.1043800562620163,0.18705354630947113,-0.19254185259342194,0.14208008348941803,0.06929144263267517,-0.12727218866348267,0.16444820165634155,-0.035126447677612305,0.09167477488517761,0.16586679220199585,0.19924525916576385,0.056161534041166306,-0.0024157296866178513,-0.20299136638641357,-0.024104027077555656,-0.0886530727148056,-0.1275091916322708,0.16512423753738403,0.16380685567855835,-0.12006492167711258,0.24870693683624268,0.22989705204963684,-0.1663573980331421,-0.19471055269241333,0.060444287955760956,-0.2074986845254898,-0.17606981098651886,-0.14532141387462616,-0.052923403680324554,-0.006841217167675495,-0.15097078680992126,-0.125369593501091,-0.23072858154773712,0.24256955087184906,0.2548871338367462,0.13331957161426544,-0.18983563780784607,-0.13904516398906708,0.045408979058265686,-0.13855285942554474,-0.1405055671930313,0.14719584584236145,-0.14734910428524017,0.07491717487573624,0.12743356823921204,0.12003955245018005,0.1953870952129364,0.18726029992103577,0.08300440013408661,0.12756900489330292,-0.12641748785972595,-0.15100818872451782,0.170353502035141
2,-0.2067415416240692,0.010335370898246765,-0.18116571009159088,0.08703318238258362,0.09524740278720856,0.09084681421518326,-0.12738525867462158,0.1273084580898285,0.05545029789209366,0.13055571913719177,-0.10929900407791138,-0.11215890198945999,-0.05118871107697487,-0.016777686774730682,0.013392613269388676,-0.1409367173910141,0.13425427675247192,0.0984894260764122,0.12874187529087067,0.09947618842124939,-0.04728318378329277,0.023748153820633888,0.08795005083084106,-0.01726457104086876,-0.00043661054223775864,0.09084758162498474,-0.02079477347433567,0.004327618516981602,-0.043888192623853683,-0.1160639077425003,-0.08810640871524811,-0.17298871278762817,0.056291960179805756,0.043010927736759186,-0.027564026415348053,-0.022230789065361023,-0.10787133127450943,-0.05607210844755173,0.006636762525886297,-0.08586860448122025,0.08230932056903839,0.024465976282954216,0.11879389733076096,-0.018140524625778198,0.08754295110702515,-0.06935413181781769,0.13612590730190277,0.05883597955107689,-0.03381102904677391,0.046919092535972595,0.10762991011142731,-0.16999220848083496,0.22313706576824188,0.15877357125282288,-0.15077874064445496,0.05220673233270645,-0.05287142097949982,-0.0660659447312355,-0.03800039365887642,-0.044033028185367584,-0.22105877101421356,-0.03518940508365631,-0.07625789195299149,0.04982079565525055
3,-0.11522553116083145,-0.1005997508764267,-0.09369364380836487,-0.05644482001662254,-0.1394820362329483,0.18271039426326752,-0.1634739637374878,0.2957720458507538,0.1843024641275406,-0.011804324574768543,-0.22613045573234558,0.0016154274344444275,0.045262545347213745,0.0054303985089063644,-0.058676593005657196,-0.1467871069908142,0.08024244755506516,-0.028208967298269272,0.13296592235565186,0.12285718321800232,0.2091154307126999,0.08580968528985977,0.1152241975069046,-0.1780417412519455,-0.174493670463562,0.1075809970498085,-0.18817102909088135,-0.018072865903377533,0.0318111851811409,-0.11034310609102249,-0.0325918048620224,0.057276759296655655,0.17975981533527374,-0.14952507615089417,-0.012539918534457684,0.12525483965873718,0.09751269966363907,-0.08044745773077011,-0.026495909318327904,-0.19971632957458496,0.10313209891319275,0.1456567496061325,0.22269406914710999,-0.10223531723022461,0.19090427458286285,0.11634577810764313,0.0907333493232727,0.050025805830955505,0.07973571121692657,0.23177362978458405,0.1303701102733612,0.02498815581202507,0.20237739384174347,0.19484293460845947,-0.08090604841709137,-0.12468253076076508,0.08212283998727798,-0.059616994112730026,0.08636545389890671,-0.11783427745103836,-0.14521944522857666,-0.18664535880088806,-0.1995166689157486,-0.12558799982070923
4,-0.18133150041103363,0.09839682281017303,-0.016087118536233902,0.10831283032894135,-0.11531193554401398,-0.14672011137008667,-0.16754509508609772,-0.11186698824167252,-0.011335552670061588,0.1269654929637909,0.01591094769537449,-0.11329210549592972,-0.17631392180919647,0.08364951610565186,0.18528038263320923,0.1727258712053299,0.022669710218906403,0.10326916724443436,0.18883058428764343,0.028057655319571495,-0.046601802110672,-0.1059969961643219,0.14648756384849548,0.05116499960422516,0.17527641355991364,0.12497606873512268,-0.16148605942726135,-0.18145567178726196,-0.1153486892580986,-0.03561212867498398,-0.15487690269947052,-0.03827290236949921,-0.08605549484491348,-0.13086891174316406,0.16934476792812347,-0.08593427389860153,0.18846067786216736,0.1675601452589035,0.15025290846824646,0.11682302504777908,0.10746672749519348,-0.14665065705776215,-0.07872819900512695,-0.1538342833518982,-0.043632037937641144,0.018491992726922035,0.18722350895404816,-0.008584480732679367,-0.07598792761564255,-0.13939045369625092,0.11530701071023941,-0.1085619330406189,0.10066086053848267,0.15962707996368408,0.0030787698924541473,0.11429860442876816,0.1391097456216812,-0.03176041319966316,-0.1286148577928543,-0.07355418056249619,-0.04757915437221527,0.21934545040130615,0.10038670897483826,0.07607897371053696
5,-0.15186409652233124,0.2101772427558899,-0.14645124971866608,0.1466434895992279,-0.19272926449775696,-0.18337830901145935,-0.15413311123847961,-0.19974176585674286,-0.19799408316612244,0.13768351078033447,0.17302103340625763,-0.2080184668302536,-0.1602536290884018,0.20664045214653015,0.2075546383857727,0.21825730800628662,0.17434781789779663,0.26560550928115845,0.14453160762786865,0.1009075939655304,-0.21887469291687012,-0.18576562404632568,0.21825335919857025,0.1380079984664917,0.2457658052444458,0.17903216183185577,-0.1844612956047058,-0.1490986943244934,-0.17897538840770721,-0.12514373660087585,-0.22118201851844788,-0.16259920597076416,-0.11886690557003021,-0.1692861169576645,0.1626308560371399,0.047905974090099335,0.10614128410816193,0.1887606531381607,0.20845526456832886,0.19629743695259094,0.19056999683380127,-0.1636587232351303,-0.18043820559978485,-0.16393065452575684,-0.20114481449127197,-0.10954949259757996,0.22579000890254974,0.22185508906841278,-0.11539530009031296,-0.20266222953796387,0.1633017510175705,-0.11801432073116302,-0.019233591854572296,0.148648202419281,-0.14452500641345978,0.1762726902961731,0.14237962663173676,-0.16669774055480957,-0.21073678135871887,-0.08931252360343933,-0.13482487201690674,0.15944692492485046,0.1866663545370102,0.1413390338420868
6,-0.16206349432468414,0.21595299243927002,-0.14488667249679565,0.2112182378768921,-0.12947717308998108,-0.16636937856674194,-0.10005653649568558,-0.10080203413963318,-0.24291777610778809,0.2437015175819397,0.13598710298538208,-0.21517318487167358,-0.16421028971672058,0.17470324039459229,0.18766973912715912,0.1722249984741211,0.25011900067329407,0.17553308606147766,0.13867448270320892,0.17678022384643555,-0.1789933294057846,-0.1662217378616333,0.20301608741283417,0.07334068417549133,0.21065306663513184,0.2410610318183899,-0.12834161520004272,-0.1735801100730896,-0.19829457998275757,-0.21987468004226685,-0.25075989961624146,-0.19261077046394348,-0.18263810873031616,-0.16895246505737305,0.08748004585504532,0.05938733369112015,0.10406573116779327,0.14516383409500122,0.18006712198257446,0.1071237176656723,0.12514281272888184,-0.15445539355278015,-0.11080091446638107,-0.1970895230770111,-0.2178426831960678,-0.12637454271316528,0.2135021686553955,0.1210022121667862,-0.1666795313358307,-0.12420587986707687,0.16841280460357666,-0.17969608306884766,-0.011251887306571007,0.1458989381790161,-0.15808488428592682,0.17152085900306702,0.15955257415771484,-0.1778758019208908,-0.20526553690433502,-0.17419490218162537,-0.2019672840833664,0.17614531517028809,0.1531439870595932,0.06297031790018082
7,-0.022243935614824295,0.18501049280166626,0.019111860543489456,-0.016923539340496063,-0.00041143689304590225,-0.09153658151626587,-0.013568496331572533,-0.22556224465370178,-0.01741441711783409,0.061433445662260056,0.18289291858673096,-0.22274792194366455,-0.12947209179401398,0.2222536951303482,0.13856375217437744,0.2014790177345276,0.1937026083469391,0.25022125244140625,0.18265925347805023,0.026341132819652557,-0.2769343852996826,-0.09151309728622437,-0.01987139880657196,0.11388057470321655,0.13702575862407684,0.1643144190311432,-0.2442891001701355,-0.0807400643825531,-0.21241798996925354,-0.11927901208400726,-0.11444553732872009,-0.30569547414779663,-0.22578556835651398,0.04780486971139908,-0.03629028797149658,0.10787324607372284,0.06442555785179138,0.23263002932071686,0.21571242809295654,0.1817527711391449,-0.01812644675374031,-0.208673894405365,-0.2146758884191513,-0.031091181561350822,-0.23748664557933807,-0.1871456652879715,0.11240538209676743,-0.11250491440296173,-0.17411509156227112,-0.0691620483994484,0.09587065875530243,-0.12332412600517273,-0.13928651809692383,0.080063097178936,-0.03292462229728699,0.28690776228904724,0.14968723058700562,0.08887209743261337,-0.11516153812408447,-0.20431286096572876,-0.017771583050489426,0.2011650949716568,0.23208610713481903,0.004880099557340145
8,-0.2016649693250656,0.023526141420006752,-0.12499910593032837,-0.0805836170911789,-0.17358504235744476,0.16376037895679474,-0.2058679759502411,0.23528669774532318,0.20517641305923462,0.020848659798502922,-0.2609226405620575,0.04104008898139,-0.0068874116986989975,-0.09951282292604446,-0.08387841284275055,-0.16965273022651672,0.16747267544269562,0.1240655928850174,0.15101343393325806,0.20228198170661926,0.21583832800388336,-0.08676180988550186,0.15090014040470123,-0.20706196129322052,-0.06202293932437897,0.14293889701366425,-0.1736752986907959,-0.02455168589949608,-0.12077023088932037,-0.06673453003168106,-0.09699331223964691,-0.08823207765817642,0.13246844708919525,-0.1661616414785385,-0.02963920682668686,0.11963291466236115,0.13940800726413727,-0.08026902377605438,0.06172529608011246,-0.22654221951961517,0.24108435213565826,0.13821999728679657,0.20359216630458832,-0.16102515161037445,0.2293754369020462,0.15786521136760712,0.19853119552135468,0.05063347518444061,0.07529492676258087,0.20449553430080414,0.1617877334356308,-0.0465298630297184,0.23451292514801025,0.26143795251846313,-0.18376415967941284,-0.07495032995939255,0.1543707549571991,-0.13761697709560394,0.011480296961963177,-0.22836518287658691,-0.2189061939716339,-0.2134152203798294,-0.22189512848854065,-0.15737169981002808
9,-0.26524993777275085,0.24161496758460999,-0.14320001006126404,0.12938375771045685,-0.13907857239246368,-0.21983343362808228,-0.1847294420003891,-0.15980178117752075,-0.19542749226093292,0.20536942780017853,0.24793623387813568,-0.18406295776367188,-0.20453009009361267,0.22619833052158356,0.21544429659843445,0.20188462734222412,0.21757057309150696,0.2406243085861206,0.2485838234424591,0.2179778516292572,-0.19212988018989563,-0.20942366123199463,0.13592126965522766,0.10424578189849854,0.19036196172237396,0.21393585205078125,-0.2147945910692215,-0.16852889955043793,-0.21789707243442535,-0.17245393991470337,-0.19752848148345947,-0.2267065942287445,-0.1272231638431549,-0.15946313738822937,0.1572321057319641,0.06024985760450363,0.09334370493888855,0.19806833565235138,0.24055540561676025,0.15381069481372833,0.12824906408786774,-0.21228188276290894,-0.21969875693321228,-0.1425551176071167,-0.2115488052368164,-0.1022704690694809,0.138991117477417,0.1782623529434204,-0.08747366815805435,-0.12185217440128326,0.2113720327615738,-0.1281077265739441,-0.06940264254808426,0.2186853438615799,-0.12373115122318268,0.1974746286869049,0.17627763748168945,-0.14987464249134064,-0.19696980714797974,-0.17354604601860046,-0.21728406846523285,0.2427254617214203,0.14857323467731476,0.12766683101654053
